overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2,True,"12 7, 2017",ACW9ZM5S4BKPO,B00005N7QW,Lianne,Too expensive for my taste!,Too expensive for my taste!,1512604800,,{'Format:': ' Print Magazine'},
5,False,"03 17, 2010",A3EISFBTLEQC69,B00005N7OV,Ariella Vaccarino creator of Voice Lessons To Go,"When I was in my 20's I do not think these magazine would have been for me.  But now that I am a home owner with a family I love to look through it!  I guess different things are exciting now:)  What I like about the magazine is that it has a lot of areas they cover, from recipes, to crafting, to everything for the home.  It is not quite Martha Stuart fancy,more like ""the real woman's Martha Stuart!).
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Voice-Lessons-To-Go-v-1-4-The-Complete-Set/dp/B0019HBVFQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Voice Lessons To Go v. 1-4 The Complete Set</a>","Great Magazine for the ""settled "" woman",1268784000,,{'Format:': ' Print Magazine'},
5,True,"10 14, 2017",A1LUTC4A8E99WF,B00005N7QW,Amazon Customer,My FAV!!!!!,,1507939200,,{'Format:': ' Print Magazine'},
3,True,"09 2, 2015",A3E90BH4019TC,B00005N7SC,Alvin D Bryan,OK,Three Stars,1441152000,,{'Format:': ' Print Magazine'},
5,True,"04 22, 2017",AEFAZU2T4NYTR,B00005N7QW,hokie,great mag,Five Stars,1492819200,,{'Format:': ' Print Magazine'},
2,False,"08 15, 2006",A3EAMIMS5I3L22,B00005N7OV,Magazine Diva,This mag needs a new editor. I haven't seen anything interesting in Better Homes for six months. Maybe they are spread too thin with their website and contests.,The Magazine Diva Says........,1155600000,6.0,{'Format:': ' Print Magazine'},
5,True,"03 24, 2017",A2BSKT65F16LAQ,B00005N7QW,cc,Great magazine,Subscription,1490313600,,{'Format:': ' Print Magazine'},
3,True,"11 15, 2015",A1VFG5SVYMBH7K,B00005N7PG,Ann  Speck,Don't know why this keeps popping up,Three Stars,1447545600,,{'Format:': ' Print Magazine'},
5,True,"01 15, 2017",A1Y98LVYJ0YZJ0,B00005N7QW,Michele,"Very nice magazine one of my prefered,",Five Stars,1484438400,,{'Format:': ' Print Magazine'},
5,True,"01 3, 2017",A2OWHFU968VPKQ,B00005N7QW,S. Thurston,Great magazine,Five Stars,1483401600,,{'Format:': ' Print Magazine'},
5,True,"12 28, 2016",A1FEDK55GMLSV,B00005N7QW,Sunberry,Beautiful pictures. Great decorating inspiration.,great magazine,1482883200,,{'Format:': ' Print Magazine'},
5,True,"12 7, 2012",A29QM2KSNQ0XQH,B00005N7T3,Kywoman,I bought my first issue of this magazine last month and I loved it!!  Got this month's issue and it is great as well.  Would recommend this to everyone.,Texas Monthly,1354838400,,{'Format:': ' Kindle Edition'},
4,False,"12 23, 2011",A3JPFWKS83R49V,B00005N7T3,Bryan Carey,"Texas Monthly Magazine is a magazine about a state, its places, and its people. This publication covers Texas culture, travel, music, arts, dining, special events, and more. Each issue takes readers on a journey throughout the state and keeps them up to date on the Lone Star State and her people.

Texas Monthly Magazine has more departments than the typical magazine and many of them are fun to read, offering a quick look inside a lesser- known town, festival, or individual that calls Texas home. A good example is the department titled Street Smarts. This short section offers a glimpse inside one of Texas' thousands of small towns along with a numbered list of special points of interest in the city. The music and books departments are fun, too, because they present some popular and soon- to- be- popular media from Texas residents. Another department I like for its pleasant amusement is one called the Manual. It presents something Texas- related in the areas of fashion and style and then offers some advice on the best usage or display of the item based on Texas culture.

Texas Monthly Magazine offers several long, featured articles and they can usually be found starting in the middle of each issue and continuing all the way to about the three- quarter mark. These longer featured articles can focus on most anything, from travel to art to food, to the people who create the art and prepare the food.  There are usually at least a few current event- type articles related to something important in the news while the other featured articles include stories about people, events, etc., that are generally timeless.

Texas Monthly Magazine is a well- written, well- edited magazine and it a nice reference and reading tool for Texas residents who like to learn more about the state and find new places to visit and things to try. I like having it handy, but if I could change one thing about this magazine, it would be the number of ads in each issue. True, all magazines need advertisements in order to generate reveune, but the number of ads in Texas Monthly Magazine is a tad excessive. Each issue opens up with about eighteen pages of ads before even reaching the table of contents. The next hundred or so pages have ads on every other page and the ads only diminish when you get to one of the featured articles. After that, the ads return for the remainder of the issue, with the final thirty to fifty pages consisting of practically nothing but ads.

Going back to the positive points, another reason to like Texas Monthly is the long length of each issue. The magazine is much longer than most, with some issues approaching 300 pages in length. Yes, the ads are excessive, but even if all the ads were removed, you would still have a very large amount of reading material in each issue- much more than found in the majority of magazines.

Texas is a very large, very diverse state with many things to offer and Texas Monthly is a very enjoyable read that helps Texas residents keep up with some of the many happenings in this great state. The ads are excessive, but when all factors are taken into account, this is still an enjoyable publication that every Texan should read and that many outsiders will enjoy as well.",Texas Monthly Keeps You Up to Speed with the Lone Star State,1324598400,,{'Format:': ' Print Magazine'},
5,True,"03 2, 2016",A2LT7E65TMZJNS,B00005N7QW,Berniece Siddoway,Beautiful ideas,Magazine,1456876800,,{'Format:': ' Kindle Edition'},
3,True,"02 16, 2016",A3UJSDO73QCIQT,B00005N7QW,susan,like every other home mag. but nice pics,Three Stars,1455580800,,{'Format:': ' Print Magazine'},
4,False,"02 4, 2016",A1FEDK55GMLSV,B00005N7QW,Sunberry,Really nice so far. Only saw one issue but lots of nice pics and inspiration.,Pleased with both fire and print editions,1454544000,,{'Format:': ' Kindle Edition'},
5,True,"12 29, 2015",A2OTUWUSH49XIN,B00005N7QW,DaleDK,I get lots of magazines and I do enjoy this one.,Five Stars,1451347200,,{'Format:': ' Print Magazine'},
4,True,"11 26, 2015",A1APD0GQAENV32,B00005N7QW,Dave L.,My house isn't beautiful but I can dream. This subscription helped me create a nice idea book for the day I can afford a beautiful house.,"My house could be beautiful, one day.",1448496000,,{'Format:': ' Print Magazine'},
5,True,"06 29, 2015",AAZV7DET3J15U,B00005N7QW,Frugal Shopper,Its a mag.,Five Stars,1435536000,,{'Format:': ' Print Magazine'},
5,True,"02 25, 2015",A1YKUBH4Q408KH,B00005N7QW,cyndie simon,LOVE THIS! LOVE THIS! LOVE THIS!,LOVE THIS! LOVE THIS! LOVE THIS!,1424822400,,{'Format:': ' Print Magazine'},
5,True,"02 2, 2015",A2757O846E0MPI,B00005N7QW,Johnny W. Giles,clients love it,Five Stars,1422835200,,{'Format:': ' Print Magazine'},
5,True,"10 16, 2014",A2DPNAWFCCIZ6Z,B00005N7QW,Susan,"Got this for my Sister for a gift.  Out of all the magazines I got her, this is one of her favorites.",Awesome Gift,1413417600,,{'Format:': ' Print Magazine'},
5,False,"05 22, 2011",A24ZEH6X4AJNR4,B00005N7PG,Anne M. Hunter,"It's important to understand that this magazine isn't about budget travel.  It's for people who travel for business, where a corporation is paying, and for those who can afford to travel luxuriously for pleasure, at least occasionally.  I love reading about exotic destinations, the top spas and bath experiences in the world, and amazing travel experiences.  It has gorgeous photography, interesting articles, and solid information.  Even if I can't afford to take trips like this every year, I still want to read about them.  If I'm going to take a once-in-a-lifetime trip I'll want to know just where to say and what to do.  When I went
to Florida I stayed in budget places except for the last night, when we went to the Hotel Fontainebleau on Miami Beach, which was wonderful.  It's important to know and decide when to save money and when it's worth it to splurge.

I almost gave my subscription up because with physical disabilities it's unlikely I can do a lot of travel.  But I still want to dream about it.  I'd love a travel magazine that included information about vacation travel ideas for those of us who can't walk or stand for hours.  So many travel articles urge the traveler to get out and walk, but that isn't possible for all of us.  Conde Nast is a lot less likely to urge long impossible hikes on me than National Geographic Traveler.",Fabulous for Vacation Dreaming; another point of view,1306022400,6.0,{'Format:': ' Print Magazine'},
5,True,"02 23, 2011",A2H3JURQZOHVMB,B00005N7PG,Stella Carrier,"Conde Nast Traveler is a very good magazine that offers alot in the way of inspiration for some travel places to consider for a personalized travel itinerary.  The following are some of the strong features of the February 2011 issue of Conde Nast Traveler:

1)There is the top 80 cruise ships in the world that are featured such as the Disney Magic (ranked #1 for  Mega ships), the Seven Seas Voyager (ranked #1 for Large Ships), River Beatrice (ranked #1 for River Ships), and the Seabourn Odysesy (ranked #1 for small ships).
2) The outdoors life of Scotland: there are is a beautiful picture of the River Nith.
3) There is a very unique picture of the lodging that is called the Igloo Rooms, of the Hotel Arctic (it is located in Hulissat, Greenland).

This magazine is worth it to get if you love traveling and/or you want to get your creativity flowing on some of the plans that you intend to incorporate for your trips.",The Well-Informed Traveler,1298419200,4.0,{'Format:': ' Print Magazine'},
5,True,"10 2, 2014",A2VRQ8RNTKY1XT,B00005N7QW,Barbara M. Fox,I love it. It gives a lot of great ideas. thanks,A Great magazine,1412208000,,{'Format:': ' Print Magazine'},
5,False,"08 21, 2014",A3IB13DLDST4TL,B00005N7QW,Kindle Customer,I enjoy this magazine very much  And especially this one on COLOR.  My home is a multi-colored...with many rooms having walls with different but compatible colors.  Somehow it works.  As does this magazine.,I enjoy this magazine very much And especially this one on ...,1408579200,,{'Format:': ' Kindle Edition'},
1,False,"02 6, 2009",A3EAMXAJ3DNQVH,B00005N7T3,Mark Twain,"Price is great, but...Instead of the most current issue arriving first, I received back issues more than 2 months after they hit the news stands.  If this counts towards my 12 issues, I will not renew.",Watch out for back issues!,1233878400,,{'Format:': ' Print Magazine'},
5,True,"01 12, 2014",A1601CEQLH9Y05,B00005N7QW,NoeK,This magazine never seems to tire on producing beautiful pictures and ideas for the decorator in some of us non professionals.  The price is so affordable.,House Beatutiful,1389484800,,{'Format:': ' Print Magazine'},
5,True,"07 16, 2015",AFR3VTA8DJZ5V,B00005N7SC,Hanafi M. Monem,Informative.,Five Stars,1437004800,,{'Format:': ' Print Magazine'},
5,True,"07 13, 2015",A12H5SO3JZ4RE3,B00005N7SC,Sheryl Agner,Fast Delivery. Great Product!,Great Product!,1436745600,,{'Format:': ' Print Magazine'},
5,True,"08 2, 2013",A309PFW8T6DMMZ,B00005N7Q1,Jessica Inman,"I bought this magazine for my husband and I to enjoy. He loves the magazine and always finds at least one project per issue that he wants to do. Sometimes it's a big project and other times it's a tiny project.

I enjoy this magazine as well, although since I'm less handy, I rarely feel confident enough to make the projects on my own. It's still a pleasant read though, and still has good ideas. Plus, I usually find at least one product mentioned in each issue that I didn't know about before and that I want to locate at a hardware store and buy. So, in terms of making me aware of products that I didn't know existed, this magazine is helpful.

My husband has already requested that I renew our subscription :).",Husband loves this magazine!,1375401600,,{'Format:': ' Print Magazine'},
5,True,"09 7, 2013",A2VDVK1OFSPQH8,B00005N7QW,rntbrooklyn,Love this magazine and would definitely recommend to anyone who is into interior design. Advice and articles on color furniture. Definitely get excited when this comes in the mail.,Great magazine.,1378512000,,{'Format:': ' Print Magazine'},
4,False,"01 14, 2007",AEMZRE6QYVQBS,B00005N7PG,David A. Baer,"At the risk of inverting priorities, let me begin this review with a word of disclosure about the reviewer:

I love travel, am on the road half the time for professional reasons, travel to all the continents, have lived on three of them for extended periods of time, and nurture a quiet reservation about people who 'get to know' faraway places by the convenience of a short visit to an affluent resort.

However, I have also seen both the good that tourism has done for local economies and the blinkered understanding of the world too often suffered by those who cannot or choose not to travel. So my reluctance should not be construed as resentment.

OK, enough of that. Given these caveats about high-end travel, Cond Nast can be a fascinating read. Some of it ('Escape from the Airport. Passenger power saves the day', Dec 2006) is valuable for air travelers on almost any budget.

Yet the *real* value of this magazine will be mined by those whose circumstances allow them to travel anywhere they want. For that kind of affluent tourist, Cond Nast can be a gold mine of opportunities that would otherwise be overlooked.

In my judgement, TRAVEL AND LEISURE beats CONDE NAST TRAVELER by a nose in this sector's competition, but either one will do you. If you had, say, five years of high-end travel in front of you, you'd do well to toss in some coins for subscriptions to both.

Frequent travelers on a business or economy budget are likely to hold out for browsing in the dentist office waiting room or - as I do - snagging subscriptions to both via frequent flyer miles.

Bon voyage!",see the world without getting bruised by it,1168732800,7.0,{'Format:': ' Print Magazine'},
5,True,"05 26, 2013",A32CB5J298TOFT,B00005N7Q1,T. C.,"Got this magazine for my brother-in-law who is an amazing fix-it guy around the house.  He has told me multiple times how much he loves this magazine.  It gives him an update on products and tools, and directions and tips for different projects.

I would characterize him as an experienced handyman and he still gets lots out of these issues.  He's already asked me to renew his subscription so it doesn't skip an issue when his runs out!",Mag receiver already asked for a renew!,1369526400,,{'Format:': ' Print Magazine'},
5,True,"05 10, 2013",AH6465QWA2LS4,B00005N7Q1,P. Toleikis,This is the best magazine I have seen for great advice for homeowners and common repairs around the home. There has never been an issue that I read that I didn't learn at least one thing. A great magazine for the new homeowner or a great house warming gift.,Best magazine for ..........,1368144000,,{'Format:': ' Print Magazine'},
5,True,"01 1, 2013",A2EWTO7MMG82OD,B00005N7QW,chocoholic,"love decorting, and updating the ""look"" in our home......  this magazine keep my creative mind alive  ..... will keep on reading !!!",love this magazine,1356998400,,{'Format:': ' Print Magazine'},
5,True,"02 18, 2016",A3KCW7GFEL6V46,B00005N7TB,leighsy10021,US weekly is better thanPeople is now.  I subscribed to P for many years.  Then it changed and Ilove this magazine.,better than people,1455753600,,,
4,True,"12 25, 2012",A2KEE2U6XXU9IB,B00005N7QW,love to read,I have always liked House Beautiful. I got it for a good price so was really happy with this purchase.,Good value,1356393600,,{'Format:': ' Print Magazine'},
5,True,"12 21, 2012",A309PFW8T6DMMZ,B00005N7QW,Jessica Inman,"The mark of a good magazine might be having a good editor. Newell Turner is excellent as an editor! I find myself frequently agreeing with him about almost everything.

I love the following things about House Beautiful:
the organization and logical, recurring placement of articles
the themes
the ""I love my Bed"" article
the instant color palette article
the color articles
the ""I'm looking for a..."" article
the low price

The only thing I would change would be to potentially print this magazine on a higher quality paper. This stuff is not great for clipping out and saving because it is so thin. However, if this paper keeps the subscription price low, then by all means continue to use it!

To summarize, I am one very content subscriber!",I love this magazine!,1356048000,,{'Format:': ' Print Magazine'},
5,True,"09 3, 2015",A1XA5RVUJQ2OQA,B00005N7TB,Katie,Wonderful price for the auto renewal on US Weekly!  You can't beat it!,Five Stars,1441238400,,,
5,True,"03 18, 2013",A2WLJW6XSIDJTT,B00005N7Q1,Charlotte Harrell,I subscribe to this magazine for my husband and both of our sons.  I also read it each month when it arrives because I like to have a general knowledge of home maintenance.  They all read more in depth. The service however was terrible. I finally canceled it because they couldn't get it right. One month we received 3 copies of the same issue.,The Family Handyman,1363564800,,{'Format:': ' Print Magazine'},
5,True,"03 13, 2012",A3O72Q4RRYY87C,B00005N7QW,Anna,"At first I didn't like this magazine at all, and then I decided to give it another try, and I'm glad I did. This is not a magazine to read quickly. It's not jam packed with pictures and how to's etc... and big bold text. The text can be long and there are lots of smaller images - ie treasures tucked inside that if you skim it quickly you will miss. If you are inspired by images of others' works, you will enjoy this read! If you want something you can just look at the pictures and be inspired - probably not for you.",Good Read!,1331596800,5.0,{'Format:': ' Print Magazine'},
3,True,"01 20, 2012",A33AQPJYH7UUXR,B00005N7QW,Desert Gypsy,"I recently ordered several magazines when Amazon had the five dollar per year promotion going. I had enjoyed this magazine in the past as a once in a while pick at the bookstore. I've just received my first issue and found that it seems very ""light"" on decorator content. Personally I agree with some of the less flattering reviews of this magazine that the articles can get lost with the ads.

It almost seems as if they used a very budget template to create the article layout. Also the feel of what they are covering seems so spare that even catalogs seem more ""homey"" than the homes they featured. Struck me as odd that *all* the homes they featured seemed like the set designer was only about 60% done with dressing the shoot. Looked like someone was just moving in and had not finished adding those touches that make it special. Just my opinion....

For five dollars I won't complain too hard but if the first issue is any indication of what to expect I probably would not renew this one. In fairness it has only been one issue though and over the course of the year if things change, I'll revise this review accordingly.",not particularly inspiring,1327017600,7.0,{'Format:': ' Print Magazine'},
5,True,"05 28, 2015",ATRA80MAC9X6W,B00005N7SC,Sonja,Love it.,Five Stars,1432771200,,{'Format:': ' Print Magazine'},
3,False,"06 30, 2015",AO05KA0II5Q4V,B00005N7TB,Amy perdue,Was somewhat interesting,Three Stars,1435622400,,,
5,True,"03 31, 2011",A1GQAKL9CGQLP1,B00005N7QW,L. M. Keefer,"I team-teach interior design classes with designers and one said HOUSE BEAUTIFUL magazine was considered ""the bible"" in the interior design business.  I love getting it every month.  It features myriad designers, includes eclectic styles, has a ""kitchen and bath of the month"" section, includes last words by designers on topics, highlights a list of top 10 furniture pieces every month selected by designers representing different price points, and always strives to stay current and fresh.

It's a great way to stay up to date with design trends as well as having classic and traditional styles.  I always find something I like in the magazine each month and learn from it.",A Great Magazine for Interior Design,1301529600,6.0,{'Format:': ' Print Magazine'},
4,True,"02 24, 2015",A8N76G7E26DM4,B00005N7TB,What? Yep.,This gossip rag is such a fun guilty pleasure to thumb through while on the treadmill.,Four Stars,1424736000,,,
5,True,"12 25, 2012",A2KEE2U6XXU9IB,B00005N7Q1,love to read,I like the helpful tips and the features they do on different products. The how to articles are great and have easy to follow directions. Many great ideas for any homeowner.,Great for diy'ers or any homeowner,1356393600,,{'Format:': ' Print Magazine'},
3,False,"10 12, 2010",A2TMIG9ZVHXUQ6,B00005N7QW,Coamex,"I gave it 3 starts because this magazine gives you very good VISUAL ideas on how to decorate your house or add a nice touch to a space or item. It is not an in-depth approach but it will do the trick. Not as interesting as I would like, that is why I canceled after a few copies; but hey, everybody is different, maybe you'll like it. I would neither recommend it or not recommend it. This one is a toss up.",Good ideas.,1286841600,4.0,{'Format:': ' Print Magazine'},
5,True,"02 2, 2015",A2757O846E0MPI,B00005N7TB,Johnny W. Giles,clients love it,Five Stars,1422835200,,,
3,True,"01 31, 2015",A1SFRBCMW8XVBW,B00005N7TB,Hoyett L. Barnett,"Its okay, but not much content - mostly what was worn where by whom.  Not so much as ""what happened.""  Who did what.","Its okay, but not much content - mostly what ...",1422662400,,,
5,True,"01 13, 2015",A2SHSCMG51TBUR,B00005N7TB,Cindy M. Rouse,waiting room,Five Stars,1421107200,,,
5,True,"05 12, 2015",A2D3FKFSVZC8N1,B00005N7SC,Mishy,Great magazine for a great price!!!!,thanks!,1431388800,,{'Format:': ' Print Magazine'},
5,True,"05 10, 2015",A3B6OPMZQ9DIO4,B00005N7SC,SAS Afficionado,Great content - we grew up reading this magazine and it endures,Five Stars,1431216000,,{'Format:': ' Print Magazine'},
5,True,"08 18, 2014",AK5RJ09TJPVOH,B00005N7TB,Book Worm,High price and plenty of junk in it. Cancelling it for sure for my wife and daughter in laws since none of them like it any more,Five Stars,1408320000,,,
5,False,"07 26, 2003",AQ8DU6XVA3USJ,B00005N7QW,Alejandra Vernon,"House Beautiful has as much quality to offer the reader as many magazines that are at a higher price range; thick glossy pages, superb photography, and for those who need some inspiration for home and garden improvements, a plethora of useful design ideas.
I just received my September 2003 issue, and some of the contents are:
The interior: A nice ""How to"" page, with solutions that will fit your pocketbook, and make your home interesting; ""Designer Challenge"", a new series where experts tackle ""problem areas""; a long article on ""The Next Wave"", profiling twentyfive up-and-coming designers who are ""rising stars from coast to coast""; an in-depth look at 4 gorgeous homes: A sparse but elegant Edwardian house in Dallas, a plantation-style house in Georgia, a classic home in the Georgetown area of Washington, D.C., and my favorite, a minimalist, lavishly comfortable duplex in Miami, Florida.
The exterior: ""Art Imitating Nature"", a Phoenix Arizona garden that uses native plants in a way that blends into the architecture. Food: ""Fruit Under Fire"", a luscious collection of recipes for grilled fruit, with close-up illustrations that are enough to stir up the appetite.
Every issue will spark some ideas on how to enhance your surroundings, how to buy on a budget, how to experiment by mixing styles, and much more. I enjoy every issue, and think House Beautiful is one of the best magazine values on the market.",a terrific value,1059177600,38.0,{'Format:': ' Print Magazine'},
4,True,"09 25, 2012",A3OXHLG6DIBRW8,B00005N7Q1,C. Hill,"This ""Family Handyman"" magazine is a good choice for the home woodworking hobbyist and also for those that want to learn how to do basic home repairs. I am not ""Joe Fix-It"" and seriously count myself lucky to still have all my appendages after some bad attempts at working on projects around the house (my wife actually hid some of my tools after the infamous ""Strap Wrench incident of '06""), but this magazine has a good selection of projects and ideas that occasionally fall into my skill range.

The magazine is nicely laid-out and is easy to follow the articles and projects. It does have a lot of adds, which is actually not such a bad thing since I like to see new products.

Very experienced handymen will not get a lot out of this, but it is usually helpful to me.

Recommended!

CFH",Very Good For Casual DIY - Recommended,1348531200,3.0,{'Format:': ' Print Magazine'},
3,True,"03 5, 2015",A3KEJZ2DTUI6DI,B00005N7SC,Shirlynn C. Harbison,Bought it for a friend !! Not real sure he liked it !!,Popular Science !!,1425513600,,{'Format:': ' Print Magazine'},
5,True,"02 26, 2015",A8N76G7E26DM4,B00005N7SC,What? Yep.,Good articles--never a boring issue!,Five Stars,1424908800,,{'Format:': ' Print Magazine'},
5,True,"02 24, 2015",A2877WXAPQ7T50,B00005N7SC,J. Anderson,"For the price you cannot go wrong.  Were else can you get some decent real paper  (not on the screen crap) in the mail 12 times year.  Thanks for still have real magazines I can actually hold, like a blanky.",Educational,1424736000,,{'Format:': ' Print Magazine'},
3,True,"11 3, 2013",A1HKWYS95QV892,B00005N7TB,Amazon Customer,"it was okay, just nothing much to it.  I don't know if I'll buy it again soon, may try another magazine instead.",Fair,1383436800,,,
4,False,"10 23, 2013",A2OM4VC2GYCIXW,B00005N7TB,Brad Porter,I like this magazine. It has interesting articles in it most of the time. I enjoy it & recommend it.,Interesting magazine,1382486400,,,
1,True,"02 7, 2015",A3AFOX1G1FZ3CC,B00005N7SC,Scott Burns,Bonnier is not my recommendation for a Magazine subscription provider,Bonnier is not my recommendation for a Magazine subscription provider,1423267200,,{'Format:': ' Print Magazine'},
5,False,"02 4, 2015",A1TTMFLIHDGV58,B00005N7SC,Rachael Jackson,Love this magazine,Best price through Amazon,1423008000,,{'Format:': ' Print Magazine'},
2,False,"09 13, 2013",A3GA09FYFKL4EY,B00005N7TB,fruitloop,"Entertainment Weekly is pure fluff, and you can get the same celebrity news off any tv talk show or the E!tv network.  It's fun to flip through at the dentist's office, but the subscription cost really isn't worth the money.  Readers who want useful beauty and fashion tips are better off subscribing to Vogue, Marie Claire or Cosmopolitan than EW.

I got my subscription because I had to spend some air miles that were about to expire.  It's okay to flip through, but there is no real substance, and I wouldn't pay money to resubscribe. Save the $$ and get a subscription to PEOPLE if you want to follow celebrities and you'll get better articles as well.","Just ""meh"".....",1379030400,,,
3,False,"01 14, 2015",A1RPTVW5VEOSI,B00005N7SC,Michael J. Edelman,"When I was a little kid, in the late 50s and early 60s, one of my greatest treasures was the massive stack of Popular Science magazines my father had accumulated in the basement. They were a treasure trove of science stories, how-to articles, projects, and more. Over the years the magazine changed, but for decades it was still a great favorite.  Recently I resubscribed, thanks to a cheap offer, and while I expected that PS, like most other magazines, would have shrunk somewhat in size, I wasn't quite prepared for this. What I received was a thin brochure with articles so short and with so little depth that I'd finished the magazine and tossed it into the recycling bin before half and hour had gone by.

What was there in the magazine was interesting, as far as it went, but it just didn't go very far. Most articles were no more than a page or two long- and not terribly different from what you'll find on their web page. It's sad to see the magazine go, but I suppose it's really though no fault of the writers who create it. In an era of immediate information distribution, increasing printing and mailing costs,  and dynamic web content, there just isn't a place for a magazine like the old Popular Science anymore.",A shadow of the old PS,1421193600,8.0,{'Format:': ' Kindle Edition'},
5,True,"03 3, 2013",A20P7MD47TV1MC,B00005N7TB,Charlotte Swincicki,US Weekly is a good magazine.  I like to keep on all the hollywood gossip.  I would encourage people to buy it  You get it once a week and it keeps you up to date.  Charlotte Swincicki,Us Weekly magazine,1362268800,,,
5,True,"02 24, 2013",ADS99W8WMEXZ2,B00005N7TB,Michelle Dunn,"I LOVE reading US on my down time.  It is a mindless fun magazine that helps me relax.  I love looking at the outfits the celebrities wear and trying to re-create them with thrift store clothes.  I used to sit and read these with my grandmother and love looking at the pictures, and I am always happy to see US in my mailbox.",My gossip magazine addiction,1361664000,,,
5,True,"01 5, 2015",ACF8JZ2PMXZ1G,B00005N7SC,Amazon Customer,Excellent Value!,Excellent Value!,1420416000,,{'Format:': ' Print Magazine'},
5,True,"07 19, 2011",ARAKTT5M3DDYA,B00005N7Q1,JustMe,"I'm a so-so DIY'er.  I try to DIY pretty much everything around the house, not everything turns out too  well.  So that's where I'm coming from, and my opinion of this  magazine is that it's a lot of fun to read.  Interesting, helpful, fun ideas and articles.  Some good tips too.  Nothing earth shattering but not bad.  I feel like this is what my wife must feel like when she reads her fashion magazines.",Love it,1311033600,,{'Format:': ' Print Magazine'},
5,True,"06 25, 2011",A70CKQ0ZITPIC,B00005N7Q1,Cbeee,"It doesn't take long to get through each issue, so buy it when it is on sale.  But i always learn something from it.  It also showcases new items.  I feel like they work hand-in-hand with the marketers, but it does provide info that i don't get elsewhere.  And the tips from the writers and consumers are actually very helpful.  I like this magazine and look forward to receiving it each month.",Simple but newsworthy,1308960000,,{'Format:': ' Print Magazine'},
3,True,"10 29, 2012",A324GIXX5SIYGA,B00005N7TB,Pinktooth,Amazon had a great deal on the subscription. People magazine is more accurate than us weekly but much more expensive. I like us weekly because it's a light read and I can just browse through the pictures in no time.,Great deal,1351468800,,,
4,False,"06 10, 2012",A1HOXKR7OKJ1X1,B00005N7TB,Girlfriend Recommends,"If you are considering buying this, then you presumably already know that this is no Newsweek or Time magazine.

If you are considering buying this, then chances are you are looking for a light read filled with items from popular culture.  And that it is.  The glossy pages are filled with pictures of beautiful people: actors, singers, models, and reality stars.  Along with all of the sordid (but secretly entertaining) details of their lives.  If that's what you're looking for, you have found it.

I secretly enjoy the Who Wore It Best and Loose Talk (What the Stars Said this Week) features.  This is a fun magazine to read when you are looking to relax and pass a few hours, like at the beach or on an airplane.  Just don't expect to learn any real newsworthy news.

To be honest, I don't typically read this magazine because I personally find People magazine to contain better writing, a better assortment of stories, and better coverage of current events.  But we subscribe to both because my husband prefers this one for having more pictures and lighter reads.

So, if you are considering buying this, my best advice is to consider People instead.","Mindless fun, for what it is",1339286400,,,
4,False,"06 10, 2012",A1HOXKR7OKJ1X1,B00005N7TB,Girlfriend Recommends,"4 stars for what it is

If you are considering buying this, then you presumably already know that this is no Newsweek or Time magazine.

If you are considering buying this, then chances are you are looking for a light read filled with items from popular culture.  And that it is.  The glossy pages are filled with pictures of beautiful people: actors, singers, models, and reality stars.  Along with all of the sordid (but secretly entertaining) details of their lives.  If that's what you're looking for, you have found it.

I secretly enjoy the Who Wore It Best and Loose Talk (What the Stars Said this Week) features.  This is a fun magazine to read when you are looking to relax and pass a few hours, like at the beach or on an airplane.  Just don't expect to learn any real newsworthy news.

To be honest, I don't typically read this magazine because I personally find People magazine to contain better writing, a better assortment of stories, and better coverage of current events.  But we subscribe to both because my husband prefers this one for having more pictures and lighter reads.

So, if you are considering buying this, my best advice is to consider People instead.",Mindless Pleasure,1339286400,,,
5,True,"02 14, 2010",AMKQP0R290TLS,B00005N7Q1,Michael L. Pettegrew,I enjoy this magazine for a variety of different do it your self type items and locations where you can find product.  Interesting book,Home Handyman,1266105600,,{'Format:': ' Print Magazine'},
4,True,"03 15, 2018",A26F9Q8KAXY4D8,B00005N7TL,Elisa A,Looks interesting,Four Stars,1521072000,,{'Format:': ' Print Magazine'},
5,True,"03 14, 2018",A32LKHQGJ8Q9A0,B00005N7TL,StoneHenge,"This was a gift last year, that he absolutely loved, so when his subscription ran out I got him a new one through amazon.",Favorite gift,1520985600,,{'Format:': ' Print Magazine'},
5,True,"03 1, 2018",A1H2S3M1B3F5AX,B00005N7TL,&amp;quot;Oma&amp;quot; Luben,Thought provoking every issue.,Five Stars,1519862400,,{'Format:': ' Print Magazine'},
